dataset,file,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,Rho_rel,L_star_mm,bbox_over_Lstar,SAV_x_cell_star,rel_surface_star,curv_mean_mean_xL_star,curv_mean_iqr_xL_star,curv_mean_p99_xL_star,curv_gauss_mean_xL2_star,curv_gauss_iqr_xL2_star,curv_gauss_p99_xL2_star,thickness_over_cell_star,family,topology,element_order,group_key
ADMS,ADMS_DF_i15p0_d30p93_t0p23_s2_m1p6.stl,15.0,30.93,0.23,2,1.6,15.024,6137502,1,1,-1036,0.17209,26.5099,4.5622,0.891,-12.463,21.42664,-0.48232,9.62841,308.5133,44.6994,0.2307,0.003,4000,0.07689,1.003,0.35564,0.32672,0.31765,1.1196,0.03799,0.33316,0.33894,0.32789,0.00451,0.977,30.0,OK,ADMS_DF_i15p0_d30p93_t0p23_s2_m1p6,0.03945,0.04038,0.2701,0.0731,0.8572,0.049615,0.01654,0.01391,0.1741224580782082,0.65759,22.8471,5.810913,1.000024,-0.105724,2.110527,9.798012,-0.598818,1.029501,14.823353,0.350779,ADMS,df,quadratic,ADMS|df|8
ADMS,ADMS_flow_i9p0_d26p89_t0p33_s2_m1p6.stl,9.0,26.89,0.33,2,1.6,9.016,953268,1,1,-96,0.17781,18.7017,3.3253,0.905,-7.58249,11.70836,-0.41188,6.88828,226.4013,38.809,0.3311,0.017,4000,0.11036,1.003,0.36724,0.34127,0.29149,1.25987,0.07575,0.33064,0.36313,0.30623,0.02331,0.966,6.5,OK,ADMS_flow_i9p0_d26p89_t0p33_s2_m1p6,0.02295,0.02367,0.2604,0.3269,0.5341,0.043899999999999995,0.006095000000000001,0.006005,0.1791065475294222,0.90216,9.9938,5.623981,0.999985,-0.123861,2.071446,11.670654,-0.685705,1.058819,20.474079,0.366986,ADMS,flow,quadratic,ADMS|flow|8
ADMS,ADMS_raw_i12p0_d30p93_t0p26_s2_m1p6.stl,12.0,30.93,0.26,2,1.6,12.015,2962908,1,1,-430,0.1806,23.4196,4.2297,0.903,-10.15827,17.10542,-0.45177,8.33089,256.275,41.3417,0.2622,0.0027,4000,0.0874,1.008,0.34282,0.33866,0.31852,1.07632,0.02431,0.3393,0.33437,0.32633,0.00535,0.978,16.4,OK,ADMS_raw_i12p0_d30p93_t0p26_s2_m1p6,0.04276,0.04382,0.2685,0.0885,1.2203,0.045884999999999995,0.020489999999999998,0.017995,0.1813604284037843,0.70929,16.9395,5.537099,1.000028,-0.106812,1.969673,9.774423,-0.567839,0.956179,14.325566,0.369665,ADMS,raw,quadratic,ADMS|raw|9
ADMS,ADMS_raw_i15p0_d26p89_t0p3_s2_m1p6.stl,15.0,26.89,0.3,2,1.6,15.014,5021760,1,1,-550,0.18122,20.2519,3.67,0.914,-8.10329,12.76336,-0.40963,7.00674,217.5706,38.6003,0.3017,0.0024,4000,0.10057,1.006,0.34539,0.33123,0.32338,1.06804,0.022,0.32512,0.33863,0.33625,0.00589,0.98,25.0,OK,ADMS_raw_i15p0_d26p89_t0p3_s2_m1p6,0.03892,0.03982,0.2707,0.046,1.1623,0.04763,0.019125,0.015985,0.1817199757519607,0.81743,18.3673,5.518155,0.999987,-0.111614,1.909168,10.517652,-0.601614,0.947592,16.15312,0.369097,ADMS,raw,quadratic,ADMS|raw|9
ADMS,ADMS_DF_i15p0_d10p73_t0p7_s2_m1p6.stl,15.0,10.73,0.7,2,1.6,15.012,2227108,1,1,-42,0.18258,9.1774,1.6756,0.865,-1.44206,0.95485,-0.16816,1.75793,113.4731,26.5862,0.7007,0.0376,4000,0.23356,1.001,0.38288,0.31527,0.30184,1.26848,0.08104,0.3322,0.31504,0.35276,0.01542,0.94,21.9,OK,ADMS_DF_i15p0_d10p73_t0p7_s2_m1p6,0.034,0.03565,0.2397,0.2699,0.8572,0.033170000000000005,0.007935,0.010105,0.1829,1.79039,8.3848,5.477051,0.999994,-0.100358,1.049129,15.866583,-0.513615,0.340087,40.415429,0.391355,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_DF_i15p0_d24p87_t0p3_s2_m1p6.stl,15.0,24.87,0.3,2,1.6,15.018,5093488,1,1,-556,0.1836,20.424,3.7498,0.875,-8.03977,11.58462,-0.40664,6.62926,239.8846,40.0121,0.3019,0.0025,4000,0.10063,1.006,0.34617,0.33065,0.32317,1.07117,0.023,0.33028,0.33757,0.33215,0.00309,0.97,27.5,OK,ADMS_DF_i15p0_d24p87_t0p3_s2_m1p6,0.04229,0.04399,0.2496,0.0778,1.0773,0.051815,0.019335,0.019735,0.1843,0.80003,18.7718,5.446623,0.999988,-0.108442,1.767875,10.67033,-0.571764,0.823863,17.059858,0.377347,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_DF_i15p0_d14p77_t0p5_s2_m1p6.stl,15.0,14.77,0.5,2,1.6,15.013,3146644,1,1,-130,0.18495,12.7867,2.3649,0.821,-2.94111,2.43716,-0.25404,2.72742,162.0153,31.852,0.5007,0.0223,4000,0.16691,1.001,0.36417,0.33679,0.29904,1.21777,0.06512,0.33982,0.33218,0.328,0.0049,0.929,21.5,OK,ADMS_DF_i15p0_d14p77_t0p5_s2_m1p6,0.03869,0.0402,0.2511,0.0773,1.0184,0.04797,0.016675,0.01652,0.185510575679701,1.26855,11.8348,5.406867,1.0,-0.107421,1.153292,13.468645,-0.525879,0.435771,28.968793,0.394725,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_DF_i12p0_d20p83_t0p4_s2_m1p6.stl,12.0,20.83,0.4,2,1.6,12.015,2040984,1,1,-118,0.18545,16.0068,2.9685,0.829,-5.16347,6.25517,-0.34404,4.56937,197.8078,35.388,0.4011,0.0194,4000,0.1337,1.003,0.36601,0.32332,0.31067,1.17813,0.05534,0.31516,0.33222,0.35262,0.01531,0.937,13.2,OK,ADMS_DF_i12p0_d20p83_t0p4_s2_m1p6,0.03709,0.03857,0.25,0.1063,1.0294,0.050255,0.0152,0.01724,0.1864,1.01062,11.8887,5.392289,1.000013,-0.115898,1.539306,11.921329,-0.585975,0.709866,22.448157,0.396883,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_DF_i12p0_d26p89_t0p31_s2_m1p6.stl,12.0,26.89,0.31,2,1.6,12.027,2594424,1,1,-286,0.18738,20.0801,3.7626,0.861,-8.57623,12.14621,-0.44434,6.68896,239.1956,39.9892,0.3115,0.0057,4000,0.10383,1.005,0.34263,0.33258,0.32479,1.05491,0.01784,0.33966,0.32707,0.33326,0.00514,0.957,13.5,OK,ADMS_DF_i12p0_d26p89_t0p31_s2_m1p6,0.04332,0.0448,0.257,0.0599,1.0245,0.049714999999999995,0.01811,0.01744,0.1883919113200582,0.79732,15.0843,5.336749,0.999998,-0.118094,1.777745,10.628051,-0.605785,0.857951,16.895653,0.390672,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_raw_i9p0_d26p89_t0p34_s2_m1p6.stl,9.0,26.89,0.34,2,1.6,9.014,1018416,1,1,-104,0.1896,18.3829,3.4853,0.89,-8.13397,12.27604,-0.46889,6.68381,213.9328,37.7695,0.341,0.0057,4000,0.11368,1.003,0.34838,0.33027,0.32135,1.08409,0.02702,0.3304,0.34662,0.32298,0.00987,0.96,6.8,OK,ADMS_raw_i9p0_d26p89_t0p34_s2_m1p6,0.04397,0.04487,0.2739,0.0751,1.2067,0.05731,0.0231,0.018494999999999998,0.1910095801497273,0.86073,10.4725,5.274262,0.999972,-0.13453,1.917661,10.836496,-0.669573,1.01054,17.610539,0.39622,ADMS,raw,quadratic,ADMS|raw|9
ADMS,ADMS_DF_i15p0_d20p83_t0p4_s1_m1p6.stl,15.0,20.83,0.4,1,1.6,15.021,4070096,1,1,-284,0.19344,15.6633,3.0299,0.857,-5.23752,6.14176,-0.3509,4.5254,203.7518,35.698,0.4011,0.0075,4000,0.13369,1.003,0.3479,0.33303,0.31907,1.09036,0.02883,0.33304,0.32799,0.33896,0.00448,0.952,23.8,OK,ADMS_DF_i15p0_d20p83_t0p4_s1_m1p6,0.04684,0.04818,0.2639,0.0559,1.049,0.05411,0.021865000000000002,0.019925,0.1943,0.99013,15.1707,5.169562,0.999997,-0.115812,1.493576,11.781873,-0.570514,0.669012,22.194346,0.405069,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_DF_i15p0_d20p63_t0p4_s2_m1p6.stl,15.0,20.63,0.4,2,1.6,15.015,4080276,1,1,-316,0.19515,15.5912,3.0426,0.856,-5.6648,6.9246,-0.37947,4.82554,208.8879,36.3358,0.4011,0.0088,4000,0.13371,1.003,0.35288,0.33149,0.31563,1.118,0.03724,0.33086,0.34109,0.32805,0.0056,0.95,23.6,OK,ADMS_DF_i15p0_d20p63_t0p4_s2_m1p6,0.04542,0.04695,0.2576,0.0615,1.0415,0.055830000000000005,0.018799999999999997,0.0176,0.1959,0.98599,15.2283,5.124263,0.999993,-0.124718,1.58598,11.942263,-0.611911,0.747995,22.564052,0.406829,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_flow_i12p0_d26p89_t0p33_s2_m1p6.stl,12.0,26.89,0.33,2,1.6,12.015,2485928,1,1,-282,0.19569,18.5427,3.6287,0.903,-8.12215,12.37875,-0.47512,7.04511,220.7933,38.3579,0.3312,0.005,4000,0.11039,1.004,0.35382,0.33314,0.31304,1.13026,0.04078,0.34254,0.32464,0.33281,0.00732,0.972,13.6,OK,ADMS_flow_i12p0_d26p89_t0p33_s2_m1p6,0.03716,0.03835,0.2598,0.1468,0.7344,0.042155,0.012350000000000002,0.012244999999999999,0.1966304591094682,0.82676,14.5326,5.110123,1.000022,-0.130937,1.941539,10.57093,-0.616862,0.940142,16.768827,0.400563,ADMS,flow,quadratic,ADMS|flow|9
ADMS,ADMS_DF_i15p0_d20p83_t0p4_s2_m1p4.stl,15.0,20.83,0.4,2,1.4,15.018,4178376,1,1,-304,0.19578,15.8235,3.0979,0.818,-5.22351,6.07125,-0.3477,4.4814,204.7036,35.775,0.401,0.0098,4000,0.13368,1.003,0.36482,0.329,0.30618,1.19153,0.05864,0.33185,0.34147,0.32668,0.00613,0.94,24.3,OK,ADMS_DF_i15p0_d20p83_t0p4_s2_m1p4,0.04908,0.0505,0.2635,0.0676,1.095,0.05965,0.023105,0.02035,0.1966,0.96839,15.5082,5.107774,0.999992,-0.112236,1.446581,11.548053,-0.544278,0.63261,21.32965,0.414131,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_flow_i15p0_d14p77_t0p6_s2_m1p6.stl,15.0,14.77,0.6,2,1.6,15.012,2652592,1,1,-92,0.19579,10.3743,2.0311,0.901,-2.63132,2.87639,-0.27581,3.2072,135.8877,29.2118,0.6009,0.0211,4000,0.2003,1.002,0.37268,0.33551,0.2918,1.27718,0.08088,0.36507,0.29557,0.33937,0.02869,0.96,21.9,OK,ADMS_flow_i15p0_d14p77_t0p6_s2_m1p6,0.03044,0.03159,0.2528,0.291,0.5008,0.037915000000000004,0.0075049999999999995,0.008015,0.196249512996418,1.47697,10.1641,5.107513,0.999959,-0.135788,1.57898,14.38166,-0.637786,0.697187,32.93681,0.406846,ADMS,flow,quadratic,ADMS|flow|9
ADMS,ADMS_flow_i15p0_d22p85_t0p37_s2_m1p6.stl,15.0,22.85,0.37,2,1.6,15.015,4341336,1,1,-362,0.19663,16.5778,3.2598,0.899,-5.88402,8.06499,-0.38137,5.5666,192.1851,35.1262,0.371,0.005,4000,0.12366,1.003,0.38314,0.32789,0.28896,1.32592,0.09418,0.35671,0.31035,0.33294,0.01893,0.972,23.0,OK,ADMS_flow_i15p0_d22p85_t0p37_s2_m1p6,0.04168,0.04266,0.2702,0.1052,0.7435,0.05557,0.016995,0.014499999999999999,0.1974390867485574,0.92033,16.3148,5.085694,1.000033,-0.116996,1.707707,10.775923,-0.553759,0.759015,18.086993,0.403094,ADMS,flow,quadratic,ADMS|flow|9
ADMS,ADMS_DF_i15p0_d20p83_t0p4_s2_m1p8.stl,15.0,20.83,0.4,2,1.8,15.015,4106150,1,1,-286,0.19689,15.5943,3.0703,0.86,-5.42877,6.59555,-0.37191,4.73654,206.4593,36.1162,0.4011,0.0068,4000,0.1337,1.003,0.35955,0.33919,0.30126,1.19348,0.05829,0.3254,0.35245,0.32214,0.01358,0.956,24.2,OK,ADMS_DF_i15p0_d20p83_t0p4_s2_m1p8,0.04452,0.04601,0.2577,0.0867,0.9409,0.053559999999999997,0.018685,0.017509999999999998,0.1976,0.97708,15.3672,5.078978,0.99998,-0.121129,1.542665,11.762849,-0.575867,0.699636,21.900567,0.410507,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_DF_i15p0_d21p03_t0p4_s2_m1p6.stl,15.0,21.03,0.4,2,1.6,15.025,4178788,1,1,-328,0.1988,15.5908,3.0995,0.859,-5.75707,7.14926,-0.38578,4.88836,207.5741,36.0763,0.4011,0.0083,4000,0.13371,1.003,0.35147,0.33467,0.31386,1.11983,0.03761,0.32625,0.34577,0.32798,0.00882,0.953,24.3,OK,ADMS_DF_i15p0_d21p03_t0p4_s2_m1p6,0.04562,0.04744,0.2501,0.0648,1.0512,0.058525,0.01926,0.019305000000000003,0.1997,0.96791,15.5231,5.030181,1.000016,-0.124467,1.57717,11.639577,-0.599283,0.744203,21.607454,0.414428,ADMS,df,quadratic,ADMS|df|9
ADMS,ADMS_DF_i9p0_d26p89_t0p31_s2_m1p6.stl,9.0,26.89,0.31,2,1.6,9.019,1193024,1,1,-132,0.19896,20.6119,4.1009,0.831,-9.55635,14.06583,-0.50996,7.22355,256.9541,41.574,0.3115,0.0166,4000,0.10385,1.005,0.35803,0.33533,0.30664,1.1676,0.05139,0.33385,0.33811,0.32804,0.00412,0.937,7.4,OK,ADMS_DF_i9p0_d26p89_t0p31_s2_m1p6,0.0392,0.04168,0.2228,0.1364,0.9445,0.04319,0.012769999999999998,0.015695,0.2005742612366345,0.73154,12.3288,5.026136,0.999989,-0.124352,1.761436,10.137667,-0.56823,0.836369,15.278755,0.425883,ADMS,df,quadratic,ADMS|df|10
ADMS,ADMS_raw_i15p0_d22p85_t0p41_s2_m1p6.stl,15.0,22.85,0.41,2,1.6,15.014,4128960,0,1,-281,0.19944,15.0774,3.0071,0.89,-4.74654,6.66596,-0.33267,4.71873,165.075,32.6279,0.4111,0.0061,4000,0.13705,1.003,0.35328,0.32922,0.3175,1.11269,0.03578,0.32868,0.33481,0.33651,0.00336,0.968,22.1,OK,ADMS_raw_i15p0_d22p85_t0p41_s2_m1p6,0.05228,0.05318,0.278,0.1119,1.5101,0.06341000000000001,0.027865,0.023319999999999997,0.2000815115064166,0.99766,15.0492,5.014039,1.000021,-0.110631,1.569229,10.850516,-0.524928,0.7372,18.255926,0.412114,ADMS,raw,quadratic,ADMS|raw|10
ADMS,ADMS_DF_i18p0_d21p0_t0p4_s2_m1p6.stl,18.0,21.0,0.4,2,1.6,18.015,7188356,1,1,-546,0.20074,15.4135,3.0942,0.866,-5.60228,6.9398,-0.37883,4.86411,204.1606,35.9947,0.4012,0.0032,4000,0.13373,1.003,0.35294,0.3295,0.31756,1.11143,0.03538,0.33391,0.32382,0.34228,0.00755,0.965,38.7,OK,ADMS_DF_i18p0_d21p0_t0p4_s2_m1p6,0.05031,0.05209,0.2555,0.066,1.0223,0.055279999999999996,0.021355,0.02051,0.2014,0.96959,18.58,4.981568,1.00003,-0.122436,1.572057,11.633312,-0.585187,0.724897,21.325615,0.413775,ADMS,df,quadratic,ADMS|df|10
ADMS,ADMS_raw_i12p0_d26p89_t0p34_s2_m1p6.stl,12.0,26.89,0.34,2,1.6,12.014,2611208,1,1,-258,0.20314,18.1903,3.6952,0.889,-6.90184,10.77459,-0.40338,6.21572,193.0309,36.0119,0.3409,0.0056,4000,0.11363,1.003,0.35246,0.32674,0.3208,1.09868,0.03166,0.32834,0.3415,0.33016,0.00582,0.968,15.5,OK,ADMS_raw_i12p0_d26p89_t0p34_s2_m1p6,0.05593,0.05666,0.2833,0.1268,1.5907,0.063415,0.03169,0.026770000000000002,0.2041123409193781,0.81187,14.7979,4.922713,1.000006,-0.109164,1.682117,9.745648,-0.505469,0.789097,14.136966,0.419883,ADMS,raw,quadratic,ADMS|raw|10
ADMS,ADMS_raw_i15p0_d30p93_t0p29_s2_m1p6.stl,15.0,30.93,0.29,2,1.6,15.015,5817564,1,1,-890,0.204,20.8618,4.2558,0.898,-10.76048,16.4422,-0.53491,7.94854,238.2571,40.8271,0.2921,0.0027,4000,0.09738,1.007,0.35171,0.32606,0.32224,1.09145,0.02947,0.33269,0.33205,0.33526,0.00139,0.979,31.0,OK,ADMS_raw_i15p0_d30p93_t0p29_s2_m1p6,0.05527,0.0565,0.2717,0.0627,1.2021,0.06541000000000001,0.027875,0.023319999999999997,0.2044891197586894,0.70492,21.3003,4.901961,0.999998,-0.125689,1.867693,9.593268,-0.594111,0.907812,13.154731,0.414431,ADMS,raw,quadratic,ADMS|raw|10
ADMS,ADMS_DF_i18p0_d26p89_t0p31_s2_m1p6.stl,18.0,26.89,0.31,2,1.6,18.018,9322472,1,1,-1254,0.20484,19.564,4.0076,0.878,-9.59683,14.14768,-0.50847,7.31365,256.0988,41.6536,0.3117,0.0028,4000,0.10389,1.005,0.35682,0.32635,0.31683,1.12623,0.03999,0.32174,0.34638,0.33188,0.01011,0.972,52.6,OK,ADMS_DF_i18p0_d26p89_t0p31_s2_m1p6,0.05703,0.05841,0.2694,0.0394,0.9703,0.07388,0.026585,0.022099999999999998,0.2053988719795369,0.7486,24.0689,4.881859,1.000028,-0.12688,1.824995,10.393938,-0.597562,0.880928,15.946402,0.416338,ADMS,df,quadratic,ADMS|df|10
ADMS,ADMS_raw_i18p0_d26p89_t0p34_s2_m1p6.stl,18.0,26.89,0.34,2,1.6,18.014,8668348,1,1,-988,0.20608,17.8234,3.673,0.896,-8.0348,11.73753,-0.46818,6.50758,216.1889,37.9195,0.341,0.0026,4000,0.11365,1.003,0.35241,0.32928,0.31831,1.10712,0.0341,0.34025,0.33105,0.32871,0.00498,0.979,38.4,OK,ADMS_raw_i18p0_d26p89_t0p34_s2_m1p6,0.05506,0.05629,0.2716,0.0566,1.1859,0.06559,0.027690000000000003,0.022955,0.2067561513323987,0.81676,22.0554,4.852484,0.999987,-0.127464,1.771712,10.32372,-0.595556,0.870009,16.024356,0.417442,ADMS,raw,quadratic,ADMS|raw|10
ADMS,ADMS_DF_i15p0_d10p73_t0p8_s2_m1p6.stl,15.0,10.73,0.8,2,1.6,15.011,2231540,1,1,-42,0.20821,8.0996,1.6864,0.856,-1.45044,1.00322,-0.19243,1.79809,107.1767,25.9347,0.8007,0.0492,4000,0.26689,1.001,0.38317,0.31528,0.30155,1.27068,0.08162,0.33235,0.31505,0.3526,0.01535,0.93,26.0,OK,ADMS_DF_i15p0_d10p73_t0p8_s2_m1p6,0.04313,0.04526,0.2387,0.2767,0.8726,0.040945,0.010185,0.013080000000000001,0.2087,1.77892,8.4383,4.802843,0.999989,-0.114106,1.066219,15.378574,-0.509999,0.352749,37.685134,0.450088,ADMS,df,quadratic,ADMS|df|10
ADMS,ADMS_raw_i15p0_d36p0_t0p26_s2_m1p6.stl,15.0,36.0,0.26,2,1.6,15.021,6620828,1,1,-1358,0.21012,23.1013,4.8541,0.913,-14.84547,24.52285,-0.65603,9.99383,270.99,43.2307,0.2624,0.0026,4000,0.08748,1.009,0.34663,0.33168,0.32169,1.07755,0.02495,0.3373,0.32831,0.33439,0.00375,0.983,33.6,OK,ADMS_raw_i15p0_d36p0_t0p26_s2_m1p6,0.05576,0.05703,0.2712,0.0341,1.0703,0.06844,0.025859999999999998,0.022065,0.2107253364719704,0.61804,24.3043,4.759185,1.000011,-0.135151,2.058866,8.906118,-0.630066,1.04079,11.501266,0.424632,ADMS,raw,quadratic,ADMS|raw|10
ADMS,ADMS_DF_i15p0_d20p83_t0p4_s2_m2p0.stl,15.0,20.83,0.4,2,2.0,15.014,4384244,1,1,-348,0.21167,15.6218,3.3067,0.844,-5.91463,7.21717,-0.39788,5.02991,222.58,37.7299,0.4011,0.0082,4000,0.13371,1.003,0.37252,0.32009,0.30739,1.21189,0.06513,0.33477,0.32565,0.33959,0.00578,0.945,25.4,OK,ADMS_DF_i15p0_d20p83_t0p4_s2_m2p0,0.05474,0.05645,0.2608,0.0676,0.9005,0.06701,0.02175,0.020354999999999998,0.2124,0.90726,16.5487,4.724335,1.00001,-0.120327,1.521142,11.410253,-0.540937,0.660064,20.356606,0.442134,ADMS,df,quadratic,ADMS|df|10
ADMS,ADMS_flow_i15p0_d22p85_t0p4_s2_m1p6.stl,15.0,22.85,0.4,2,1.6,15.014,4334372,1,1,-358,0.2124,15.3442,3.259,0.896,-5.83683,8.02113,-0.41139,5.52652,189.413,34.8115,0.4012,0.0062,4000,0.13372,1.003,0.3833,0.32791,0.2888,1.32723,0.0945,0.35682,0.3102,0.33298,0.01904,0.97,23.6,OK,ADMS_flow_i15p0_d22p85_t0p4_s2_m1p6,0.0475,0.04868,0.2683,0.1005,0.7591,0.062645,0.019285,0.016739999999999998,0.213153860316083,0.9205,16.3107,4.708098,0.999967,-0.126228,1.695715,10.681297,-0.549515,0.755158,17.832501,0.435808,ADMS,flow,quadratic,ADMS|flow|10
ADMS,ADMS_flow_i18p0_d26p89_t0p33_s2_m1p6.stl,18.0,26.89,0.33,2,1.6,18.019,9005868,1,1,-1092,0.21248,18.3269,3.8941,0.902,-8.54121,12.54531,-0.48979,7.03287,210.9314,37.4768,0.3312,0.0031,4000,0.11038,1.003,0.34588,0.32995,0.32417,1.06696,0.02171,0.3357,0.33009,0.33421,0.00237,0.979,45.0,OK,ADMS_flow_i18p0_d26p89_t0p33_s2_m1p6,0.05086,0.05186,0.2748,0.0764,0.7865,0.07097,0.022185,0.01901,0.2131907914539336,0.7704,23.3891,4.706325,1.0,-0.125777,1.806032,9.623996,-0.563255,0.827308,13.909999,0.429831,ADMS,flow,quadratic,ADMS|flow|10
ADMS,ADMS_flow_i15p0_d12p75_t0p8_s2_m1p6.stl,15.0,12.75,0.8,2,1.6,15.011,2196032,1,1,-48,0.21351,7.9154,1.69,0.887,-1.56268,1.72698,-0.23204,2.50927,102.6283,25.1918,0.8008,0.0347,4000,0.26695,1.001,0.41686,0.32776,0.25538,1.63233,0.16148,0.33294,0.32342,0.34364,0.00826,0.946,26.0,OK,ADMS_flow_i15p0_d12p75_t0p8_s2_m1p6,0.02825,0.02973,0.2352,0.2536,0.6068,0.03649,0.00732,0.01006,0.2138963793372812,1.77513,8.4563,4.683621,0.99999,-0.1373,1.48476,14.90624,-0.547127,0.604651,35.932295,0.45115,ADMS,flow,quadratic,ADMS|flow|10
ADMS,ADMS_DF_5cube_d22p85_r022.stl,,22.85,,,,15.016,4404896,1,1,-390,0.21469,15.5198,3.3319,0.862,-6.49913,8.19446,-0.43793,5.35038,215.8471,37.2891,0.4012,0.0081,4000,0.13374,,0.34904,0.33003,0.32092,1.08762,0.02812,0.32292,0.33238,0.34469,0.00891,0.955,30.8,OK,ADMS_DF_5cube_d22p85_r022,0.05388,0.0558,0.2553,0.0874,0.833,0.07531,0.021025000000000002,0.021195,0.22,0.90037,16.6776,4.657879,0.999986,-0.131434,1.605782,11.191388,-0.585409,0.738116,19.442421,0.445614,ADMS,df,quadratic,ADMS|df|11
ADMS,ADMS_DF_i15p0_d26p89_t0p33_s2_m1p6.stl,15.0,26.89,0.33,2,1.6,15.016,5387076,1,1,-730,0.21748,18.5259,4.0291,0.873,-9.78274,14.21828,-0.54645,7.22376,248.4814,40.8692,0.3313,0.003,4000,0.11042,1.004,0.35655,0.32755,0.3159,1.1287,0.04066,0.33632,0.32927,0.33441,0.00298,0.966,27.8,OK,ADMS_DF_i15p0_d26p89_t0p33_s2_m1p6,0.05798,0.06008,0.2547,0.0516,0.9116,0.070525,0.022945000000000004,0.02218,0.2184656983944069,0.7446,20.1665,4.598124,1.000022,-0.135629,1.792936,10.143726,-0.602647,0.87589,15.30723,0.444884,ADMS,df,quadratic,ADMS|df|10
ADMS,ADMS_DF_i9p0_d20p83_t0p4_s2_m1p6.stl,9.0,20.83,0.4,2,1.6,9.014,1024000,1,1,-84,0.22083,15.7939,3.4878,0.873,-5.52721,7.05846,-0.39322,4.83299,203.0119,36.0748,0.4011,0.0215,4000,0.1337,1.003,0.36343,0.32531,0.31127,1.16758,0.05216,0.31283,0.36026,0.32691,0.01989,0.948,7.3,OK,ADMS_DF_i9p0_d20p83_t0p4_s2_m1p6,0.037,0.04031,0.1933,0.2078,1.0895,0.04519,0.00781,0.012504999999999999,0.222140744249145,0.86015,10.4796,4.52837,1.000009,-0.112743,1.385698,10.343237,-0.454371,0.58025,16.688857,0.466314,ADMS,df,quadratic,ADMS|df|11
ADMS,ADMS_DF_i15p0_d14p77_t0p6_s2_m1p6.stl,15.0,14.77,0.6,2,1.6,15.012,3149600,1,1,-130,0.22107,10.7741,2.3819,0.81,-2.96692,2.56415,-0.30868,2.81532,151.1578,30.9061,0.6008,0.0399,4000,0.20026,1.001,0.36465,0.33665,0.29871,1.22075,0.06594,0.34003,0.33241,0.32756,0.00513,0.915,24.9,OK,ADMS_DF_i15p0_d14p77_t0p6_s2_m1p6,0.05326,0.05521,0.2541,0.0678,1.0056,0.066245,0.02316,0.02228,0.2215,1.25954,11.9186,4.523454,1.000029,-0.129598,1.181999,12.975778,-0.522979,0.451983,26.644583,0.476985,ADMS,df,quadratic,ADMS|df|11
ADMS,ADMS_raw_i15p0_d26p89_t0p37_s2_m1p6.stl,15.0,26.89,0.37,2,1.6,15.014,4999804,1,1,-550,0.22248,16.4717,3.6646,0.907,-8.1907,12.57078,-0.50939,6.72797,205.5365,36.8562,0.3712,0.0026,4000,0.12373,1.003,0.34552,0.3312,0.32328,1.06881,0.02225,0.32503,0.3387,0.33627,0.00595,0.974,27.7,OK,ADMS_raw_i15p0_d26p89_t0p37_s2_m1p6,0.05503,0.05655,0.2651,0.0484,1.1703,0.066525,0.026150000000000003,0.02303,0.2233908041846973,0.81864,18.3402,4.494786,0.999994,-0.139002,1.835924,10.057294,-0.609905,0.936059,15.304888,0.453424,ADMS,raw,quadratic,ADMS|raw|11
ADMS,ADMS_DF_i15p0_d30p93_t0p3_s2_m1p6.stl,15.0,30.93,0.3,2,1.6,15.018,6100056,0,1,-1039,0.22542,20.2178,4.5574,0.883,-12.6289,19.67667,-0.64485,8.72163,269.2303,43.5483,0.3021,0.0029,4000,0.10071,1.007,0.35591,0.3267,0.31739,1.12135,0.03852,0.33316,0.33909,0.32776,0.00463,0.97,32.1,OK,ADMS_DF_i15p0_d30p93_t0p3_s2_m1p6,0.0611,0.06281,0.2645,0.0613,0.887,0.07597000000000001,0.025115,0.022135,0.2261,0.65826,22.8147,4.436164,0.999979,-0.141492,1.913689,9.555312,-0.608013,0.947325,12.961977,0.458985,ADMS,df,quadratic,ADMS|df|11
