dataset,file,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,Rho_rel,L_star_mm,bbox_over_Lstar,SAV_x_cell_star,rel_surface_star,curv_mean_mean_xL_star,curv_mean_iqr_xL_star,curv_mean_p99_xL_star,curv_gauss_mean_xL2_star,curv_gauss_iqr_xL2_star,curv_gauss_p99_xL2_star,thickness_over_cell_star,family,topology,element_order,group_key
TPMS,FRD Generator_0.14.stl,,,,,,10.01,283680,1,1,-68,0.13951,71.4151,9.9631,0.907,-55.3394,76.46484,-0.89593,17.08831,226.8304,37.1837,0.2978,0.0398,4000,0.02978,,0.33334,0.33333,0.33333,1.00004,1e-05,0.33333,0.33333,0.33334,1e-05,0.946,39.2,OK,FRD Generator_0.14,0.043916,0.044296,0.288861,0.171885,0.546486,0.067229,0.018392,0.013345,0.13951,1.0037,9.9731,7.167945,0.999998,-0.089925,1.715156,3.732134,-0.557498,0.77032,2.285128,0.296702,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|6
TPMS,FRD Generator_0.16.stl,,,,,,10.01,283328,1,1,-68,0.15977,62.5258,9.9897,0.903,-55.50713,76.88551,-1.03358,17.46005,246.5119,38.3885,0.3409,0.0469,4000,0.03409,,0.33334,0.33333,0.33333,1.00003,1e-05,0.33333,0.33333,0.33334,0.0,0.94,38.9,OK,FRD Generator_0.16,0.05284,0.053326,0.288155,0.164641,0.560877,0.080159,0.022266,0.016235,0.15977,1.00103,9.9997,6.258997,0.999995,-0.103464,1.747797,3.84279,-0.556211,0.770434,2.470182,0.34055,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|7
TPMS,FRD Generator_0.18.stl,,,,,,10.009,282016,1,1,-68,0.17977,55.7493,10.022,0.899,-55.72673,80.78005,-1.16039,17.56249,267.947,37.5255,0.3835,0.0528,4000,0.03835,,0.33334,0.33333,0.33333,1.00004,1e-05,0.33333,0.33333,0.33334,1e-05,0.937,39.9,OK,FRD Generator_0.18,0.06217,0.062803,0.286906,0.157423,0.576128,0.093372,0.026251,0.019335,0.17977,0.9978,10.0311,5.562663,0.999995,-0.115784,1.752385,3.744293,-0.554818,0.80425,2.667692,0.384346,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|8
TPMS,FRD Generator_0.20.stl,,,,,,10.01,282304,1,1,-68,0.19963,50.286,10.0386,0.89,-56.04768,79.21795,-1.3088,17.11255,258.6726,39.698,0.4259,0.0578,4000,0.04259,,0.33334,0.33333,0.33333,1.00003,1e-05,0.33333,0.33333,0.33334,1e-05,0.933,40.7,OK,FRD Generator_0.20,0.072094,0.072931,0.285084,0.150667,0.591117,0.107093,0.030318,0.022691,0.19963,0.99616,10.0486,5.009267,1.000001,-0.130377,1.704676,3.954538,-0.556175,0.7861,2.566874,0.427544,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|9
TPMS,FRD Generator_0.22.stl,,,,,,10.01,282464,1,1,-68,0.22001,45.6881,10.0517,0.885,-56.40883,79.1835,-1.468,17.05739,311.9434,38.0837,0.4678,0.0649,4000,0.04678,,0.33337,0.33335,0.33328,1.00028,9e-05,0.33334,0.33337,0.33329,3e-05,0.928,40.8,OK,FRD Generator_0.22,0.077963,0.079106,0.281219,0.148596,0.599416,0.114467,0.031863,0.024757,0.22001,0.99484,10.0619,4.545248,0.999986,-0.146043,1.696942,3.78873,-0.558285,0.783689,3.087342,0.470225,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|11
TPMS,FRD Generator_0.24.stl,,,,,,10.01,282304,1,1,-68,0.23947,42.0146,10.0612,0.881,-56.58755,78.35211,-1.60979,16.84396,297.6824,40.869,0.5105,0.0701,4000,0.05105,,0.33334,0.33333,0.33333,1.00004,1e-05,0.33333,0.33333,0.33334,1e-05,0.922,40.1,OK,FRD Generator_0.24,0.093082,0.094512,0.280331,0.138849,0.620062,0.135101,0.038377,0.029987,0.23947,0.99391,10.0713,4.175888,0.999996,-0.159999,1.674144,4.062026,-0.559008,0.774013,2.940698,0.513626,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|11
TPMS,FRD Generator_0.26.stl,,,,,,10.01,282720,1,1,-68,0.25992,38.7263,10.0659,0.88,-56.83335,80.04434,-1.76459,16.71674,336.2685,41.1653,0.5509,0.0776,4000,0.05509,,0.33334,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.917,38.6,OK,FRD Generator_0.26,0.104876,0.10668,0.278021,0.132117,0.636261,0.150421,0.042898,0.034206,0.25992,0.99347,10.0758,3.847338,1.000016,-0.175307,1.660756,4.089645,-0.560934,0.790022,3.318905,0.554522,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|12
TPMS,FRD Generator_0.28.stl,,,,,,10.009,279872,1,1,-68,0.27943,36.0109,10.0624,0.871,-57.52436,77.46916,-1.92562,16.91548,351.2021,41.7427,0.5896,0.0832,4000,0.05896,,0.33336,0.33334,0.3333,1.00019,6e-05,0.33331,0.33334,0.33335,2e-05,0.913,38.3,OK,FRD Generator_0.28,0.11663,0.11886,0.275616,0.12666,0.64996,0.165519,0.047203,0.03845,0.27943,0.99379,10.0715,3.578714,0.999987,-0.191365,1.681037,4.148332,-0.568117,0.765094,3.468511,0.593287,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|13
TPMS,FRD Generator_0.30.stl,,,,,,10.01,278304,1,1,-68,0.29995,33.5232,10.0554,0.867,-58.06337,80.19821,-2.11285,16.21946,374.977,43.0548,0.6373,0.089,4000,0.06373,,0.33334,0.33333,0.33333,1.00003,1e-05,0.33333,0.33333,0.33333,0.0,0.909,39.8,OK,FRD Generator_0.30,0.130262,0.132962,0.273598,0.120493,0.664555,0.183042,0.052382,0.043415,0.29995,0.9945,10.0654,3.333889,1.000012,-0.210123,1.613029,4.281809,-0.574267,0.793188,3.708651,0.640823,TPMS,FRD Generator,quadratic,TPMS|FRD Generator|14
TPMS,G' Generator_0.10.stl,,,,,,10.015,332640,1,1,-96,0.09949,114.8134,11.4225,0.875,-54.4798,42.50863,-0.6115,15.50007,320.2577,43.8506,0.1698,0.0422,4000,0.01698,,0.33335,0.33333,0.33332,1.00009,3e-05,0.33332,0.33333,0.33335,1e-05,0.966,45.0,OK,G' Generator_0.10,0.032251,0.031647,0.324797,0.0433,0.827938,0.048853,0.021591,0.011286,0.09949,0.87544,11.44,10.051261,0.999975,-0.053533,1.356943,3.838871,-0.417534,0.325787,2.454458,0.193959,TPMS,G' Generator,quadratic,TPMS|G' Generator|4
TPMS,G' Generator_0.12.stl,,,,,,10.014,334344,1,1,-96,0.11944,96.3169,11.504,0.869,-54.64496,42.11448,-0.7387,15.71132,323.1741,44.0006,0.2022,0.0489,4000,0.02022,,0.33334,0.33333,0.33333,1.00002,1e-05,0.33334,0.33333,0.33333,0.0,0.957,46.3,OK,G' Generator_0.12,0.040136,0.039543,0.319506,0.045657,0.824085,0.059837,0.025676,0.014076,0.11944,0.86926,11.5201,8.372405,0.999992,-0.064212,1.365716,3.824779,-0.412901,0.31822,2.441923,0.232613,TPMS,G' Generator,quadratic,TPMS|G' Generator|5
TPMS,G' Generator_0.14.stl,,,,,,10.015,334040,1,1,-96,0.13989,82.7792,11.58,0.864,-54.75982,41.71963,-0.87881,15.60181,362.4001,46.3181,0.2362,0.057,4000,0.02362,,0.33334,0.33333,0.33332,1.00006,2e-05,0.33334,0.33332,0.33333,1e-05,0.949,46.8,OK,G' Generator_0.14,0.048707,0.048167,0.314566,0.046511,0.824886,0.071497,0.029914,0.017151,0.13989,0.86356,11.5973,7.148474,1.000002,-0.07589,1.347309,3.999842,-0.408363,0.311118,2.702542,0.273519,TPMS,G' Generator,quadratic,TPMS|G' Generator|6
TPMS,G' Generator_0.16.stl,,,,,,10.016,336360,1,1,-96,0.15911,73.1287,11.6352,0.857,-55.02006,41.39043,-1.01358,15.61976,365.705,43.8955,0.2684,0.063,4000,0.02684,,0.33334,0.33334,0.33332,1.00005,2e-05,0.33332,0.33334,0.33334,1e-05,0.943,47.6,OK,G' Generator_0.16,0.057106,0.056667,0.310066,0.046378,0.828868,0.082633,0.033856,0.020215,0.15911,0.85944,11.6541,6.28496,0.999974,-0.087111,1.342422,3.772547,-0.406397,0.305724,2.701222,0.312297,TPMS,G' Generator,quadratic,TPMS|G' Generator|7
TPMS,G' Generator_0.18.stl,,,,,,10.016,336816,1,1,-96,0.17947,65.1587,11.6942,0.853,-55.25281,41.56403,-1.15377,15.67078,354.1979,46.0568,0.3022,0.0692,4000,0.03022,,0.33334,0.33333,0.33332,1.00005,2e-05,0.33333,0.33332,0.33334,1e-05,0.935,45.3,OK,G' Generator_0.18,0.066697,0.066409,0.305638,0.045635,0.834428,0.09513,0.038206,0.023749,0.17947,0.85514,11.7127,5.571962,1.000014,-0.098663,1.340066,3.938488,-0.404041,0.303941,2.590105,0.353394,TPMS,G' Generator,quadratic,TPMS|G' Generator|8
TPMS,G' Generator_0.20.stl,,,,,,10.016,336376,1,1,-96,0.19896,59.0991,11.7584,0.847,-55.53643,42.37303,-1.29936,15.47892,412.7034,44.5828,0.3337,0.082,4000,0.03337,,0.33335,0.33333,0.33332,1.0001,3e-05,0.33333,0.33335,0.33332,1e-05,0.927,46.4,OK,G' Generator_0.20,0.076249,0.076154,0.301615,0.04427,0.841149,0.107369,0.042391,0.027328,0.19896,0.85046,11.7772,5.026136,1.000004,-0.110505,1.316419,3.791584,-0.401684,0.306476,2.985003,0.392376,TPMS,G' Generator,quadratic,TPMS|G' Generator|9
TPMS,G' Generator_0.22.stl,,,,,,10.017,337448,1,1,-96,0.21882,53.9363,11.8025,0.84,-55.70467,41.74633,-1.44902,15.53777,414.1858,44.5008,0.3681,0.0886,4000,0.03681,,0.33336,0.33333,0.33331,1.00016,5e-05,0.33331,0.33335,0.33334,2e-05,0.922,44.3,OK,G' Generator_0.22,0.08642,0.086565,0.297834,0.042607,0.849427,0.120186,0.046756,0.031187,0.21882,0.84729,11.8224,4.569966,1.000013,-0.122774,1.316499,3.770506,-0.399904,0.299697,2.973438,0.434444,TPMS,G' Generator,quadratic,TPMS|G' Generator|10
TPMS,G' Generator_0.24.stl,,,,,,10.015,338752,1,1,-96,0.23957,49.5089,11.8609,0.833,-55.95458,42.65091,-1.60958,15.62136,424.7801,45.2159,0.4013,0.0957,4000,0.04013,,0.33334,0.33333,0.33333,1.00005,2e-05,0.33334,0.33333,0.33333,1e-05,0.914,45.2,OK,G' Generator_0.24,0.097526,0.097968,0.294142,0.04043,0.858136,0.134024,0.051404,0.03545,0.23957,0.84311,11.8786,4.174145,1.000004,-0.135705,1.317053,3.812198,-0.397745,0.303177,3.019484,0.475976,TPMS,G' Generator,quadratic,TPMS|G' Generator|11
TPMS,G' Generator_0.26.stl,,,,,,10.014,337640,1,1,-96,0.25904,45.9413,11.9006,0.825,-56.34023,42.33951,-1.76593,15.40939,433.7867,46.5811,0.435,0.1015,4000,0.0435,,0.33334,0.33333,0.33333,1.00004,1e-05,0.33334,0.33333,0.33333,1e-05,0.907,44.7,OK,G' Generator_0.26,0.108502,0.109264,0.290936,0.038134,0.866326,0.147555,0.055977,0.039668,0.25904,0.84029,11.9173,3.860408,0.999997,-0.14839,1.294838,3.914169,-0.397812,0.298955,3.062923,0.517678,TPMS,G' Generator,quadratic,TPMS|G' Generator|12
TPMS,G' Generator_0.28.stl,,,,,,10.015,337704,1,1,-96,0.27916,42.7952,11.9465,0.82,-56.71756,42.51716,-1.94281,15.70102,455.9958,44.739,0.472,0.1147,4000,0.0472,,0.33337,0.33333,0.3333,1.0002,7e-05,0.33337,0.3333,0.33333,3e-05,0.9,45.9,OK,G' Generator_0.28,0.120719,0.121884,0.287573,0.035225,0.878089,0.162267,0.060921,0.044495,0.27916,0.83705,11.9646,3.582175,0.999983,-0.162623,1.314255,3.744881,-0.397394,0.297898,3.194952,0.563885,TPMS,G' Generator,quadratic,TPMS|G' Generator|13
TPMS,G' Generator_0.30.stl,,,,,,10.016,335580,1,1,-96,0.29852,40.0913,11.9682,0.816,-56.68204,41.83025,-2.12218,15.53519,436.9033,46.8415,0.5047,0.114,4000,0.05047,,0.33336,0.33333,0.33331,1.00015,5e-05,0.33332,0.33336,0.33331,2e-05,0.896,46.3,OK,G' Generator_0.30,0.125598,0.126221,0.293577,0.035893,0.872946,0.171623,0.066293,0.045973,0.29852,0.83556,11.9872,3.349859,1.000012,-0.17732,1.298055,3.913877,-0.395729,0.292041,3.050269,0.604028,TPMS,G' Generator,quadratic,TPMS|G' Generator|14
TPMS,G'2 Generator_0.10.stl,,,,,,10.01,341364,1,1,-72,0.09965,116.4886,11.6085,0.855,-56.61004,68.15413,-0.50867,17.37814,146.6691,30.5877,0.1881,0.0199,4000,0.01881,,0.33351,0.33328,0.33322,1.00087,0.00029,0.33345,0.33331,0.33324,9e-05,0.929,46.9,OK,G'2 Generator_0.10,0.03036,0.029883,0.320738,0.086513,0.698072,0.047232,0.018726,0.00995,0.09965,0.86147,11.6197,10.035123,1.000035,-0.04382,1.497072,2.635033,-0.420119,0.505791,1.088472,0.218348,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|4
TPMS,G'2 Generator_0.12.stl,,,,,,10.013,342446,1,1,-72,0.11947,97.9086,11.6974,0.85,-56.5546,68.11493,-0.61193,17.20594,146.2555,30.5968,0.2245,0.0242,4000,0.02245,,0.33345,0.33332,0.33323,1.00068,0.00023,0.33332,0.33344,0.33324,8e-05,0.926,47.0,OK,G'2 Generator_0.12,0.039348,0.038715,0.321271,0.081132,0.712357,0.061022,0.024528,0.012998,0.11947,0.85491,11.7123,8.370302,1.000022,-0.052314,1.470953,2.61575,-0.413341,0.497832,1.068939,0.262601,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|5
TPMS,G'2 Generator_0.14.stl,,,,,,10.013,343232,1,1,-72,0.13928,84.6789,11.7945,0.843,-56.4609,68.57317,-0.72258,17.17131,146.9154,31.3553,0.2594,0.0285,4000,0.02594,,0.33348,0.33329,0.33323,1.00073,0.00024,0.33343,0.33331,0.33326,7e-05,0.918,45.5,OK,G'2 Generator_0.14,0.047484,0.04683,0.318157,0.077983,0.724855,0.072643,0.028962,0.015831,0.13928,0.84788,11.8095,7.179782,1.000036,-0.061266,1.455927,2.658563,-0.405901,0.492977,1.056184,0.305938,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|6
TPMS,G'2 Generator_0.16.stl,,,,,,10.015,345710,1,1,-72,0.15914,74.7573,11.8969,0.838,-56.70156,68.82201,-0.83555,17.24816,151.8451,31.8915,0.2955,0.0331,4000,0.02955,,0.33345,0.33329,0.33326,1.00057,0.00019,0.33331,0.33328,0.33341,5e-05,0.91,46.8,OK,G'2 Generator_0.16,0.041819,0.042062,0.292485,0.089455,0.731425,0.059897,0.020601,0.014371,0.15914,0.84056,11.9147,6.283775,1.000002,-0.070233,1.449806,2.680662,-0.400617,0.486252,1.07284,0.351553,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|7
TPMS,G'2 Generator_0.18.stl,,,,,,10.035,347060,1,1,-72,0.17798,66.9584,11.9169,0.835,-56.9819,68.84454,-0.9455,17.24649,153.8387,31.524,0.3296,0.039,4000,0.03296,,0.33351,0.33328,0.33321,1.00092,0.00031,0.33342,0.33332,0.33326,7e-05,0.904,45.6,OK,G'2 Generator_0.18,0.051785,0.051954,0.29577,0.096803,0.699373,0.07529,0.025761,0.01732,0.17798,0.83912,11.959,5.618609,0.99997,-0.079339,1.447186,2.64524,-0.401222,0.484749,1.083211,0.392793,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|8
TPMS,G'2 Generator_0.20.stl,,,,,,10.015,349004,1,1,-72,0.19894,60.7437,12.0842,0.824,-57.5564,69.64802,-1.0573,17.10694,160.5408,31.7806,0.3664,0.0443,4000,0.03664,,0.33354,0.33332,0.33313,1.00122,0.00041,0.33353,0.33315,0.33332,0.00015,0.899,46.2,OK,G'2 Generator_0.20,0.061728,0.061902,0.296338,0.092697,0.711033,0.089419,0.030996,0.02077,0.19894,0.82752,12.1024,5.026641,0.999987,-0.087493,1.415627,2.629897,-0.394137,0.476938,1.099357,0.442771,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|9
TPMS,G'2 Generator_0.22.stl,,,,,,10.015,349696,1,1,-72,0.2181,55.871,12.1852,0.817,-57.50434,70.15557,-1.17114,17.17503,163.9878,31.648,0.4034,0.0516,4000,0.04034,,0.33344,0.33328,0.33328,1.00051,0.00017,0.33334,0.33332,0.33335,1e-05,0.892,47.5,OK,G'2 Generator_0.22,0.072629,0.072783,0.29725,0.076615,0.750439,0.104055,0.037547,0.024955,0.2181,0.82065,12.2037,4.585053,0.999978,-0.09611,1.409469,2.597193,-0.387272,0.472474,1.104402,0.491562,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|10
TPMS,G'2 Generator_0.24.stl,,,,,,10.016,350734,1,1,-72,0.23848,51.5989,12.3055,0.809,-57.40901,69.5759,-1.29728,17.04112,169.2314,31.8128,0.4376,0.0596,4000,0.04376,,0.33348,0.33338,0.33315,1.00099,0.00033,0.33336,0.33319,0.33345,0.00011,0.882,47.8,OK,G'2 Generator_0.24,0.084001,0.084275,0.295765,0.065923,0.781899,0.118569,0.043486,0.029354,0.23848,0.81266,12.325,4.193224,1.000016,-0.105424,1.38486,2.585291,-0.379136,0.459488,1.117625,0.53848,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|11
TPMS,G'2 Generator_0.26.stl,,,,,,10.013,355104,1,1,-108,0.25827,48.4558,12.5146,0.797,-57.57354,70.53184,-1.40987,17.14847,181.8581,32.3169,0.472,0.0651,4000,0.0472,,0.3334,0.33333,0.33327,1.00038,0.00013,0.33332,0.33328,0.3334,5e-05,0.87,47.4,OK,G'2 Generator_0.26,0.096508,0.096923,0.294442,0.058546,0.802757,0.134988,0.049905,0.034151,0.25827,0.79906,12.531,3.871917,0.999994,-0.112657,1.370268,2.582319,-0.367607,0.450345,1.161163,0.590693,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|12
TPMS,G'2 Generator_0.28.stl,,,,,,10.018,355070,1,1,-96,0.27779,45.0739,12.5209,0.795,-57.81014,70.89473,-1.53615,17.18518,180.5256,32.457,0.5093,0.0757,4000,0.05093,,0.33339,0.33337,0.33324,1.00046,0.00015,0.33324,0.33338,0.33338,6e-05,0.868,47.5,OK,G'2 Generator_0.28,0.107514,0.10822,0.291523,0.054841,0.8166,0.148492,0.054555,0.038354,0.27779,0.79865,12.5437,3.599842,0.999986,-0.122685,1.3725,2.592189,-0.36874,0.4522,1.151477,0.637699,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|13
TPMS,G'2 Generator_0.30.stl,,,,,,10.012,359136,1,1,-108,0.29829,42.63,12.7162,0.782,-58.14791,72.83489,-1.66294,17.23328,188.5013,33.6173,0.5468,0.0839,4000,0.05468,,0.33339,0.33331,0.3333,1.00026,9e-05,0.33331,0.33331,0.33338,4e-05,0.855,46.3,OK,G'2 Generator_0.30,0.11815,0.119184,0.288732,0.051085,0.828413,0.161625,0.058989,0.042512,0.29829,0.7864,12.7314,3.352442,1.000008,-0.130774,1.355233,2.643679,-0.359605,0.450434,1.165752,0.695316,TPMS,G'2 Generator,quadratic,TPMS|G'2 Generator|14
TPMS,Gyroid Generator_0.11.stl,,,,,,10.013,203136,1,1,-2,0.10974,60.6885,6.6598,0.863,-16.66549,13.04961,-0.29704,10.02898,31.9189,14.3875,0.3609,0.0247,4000,0.03609,,0.33334,0.33334,0.33332,1.00005,2e-05,0.33333,0.33334,0.33333,0.0,0.95,28.6,OK,Gyroid Generator_0.11,0.037711,0.037095,0.321578,0.015405,1.071545,0.053477,0.026101,0.014667,0.10974,1.50151,6.6686,9.112448,0.999977,-0.044601,1.505863,2.1603,-0.37573,0.294208,0.719623,0.240358,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|5
TPMS,Gyroid Generator_0.13.stl,,,,,,10.017,203520,1,1,-2,0.12902,52.2004,6.735,0.857,-16.65834,13.44593,-0.34571,9.86527,31.681,14.1186,0.4261,0.0335,4000,0.04261,,0.33336,0.33335,0.33329,1.0002,7e-05,0.33333,0.33333,0.33333,0.0,0.94,28.1,OK,Gyroid Generator_0.13,0.045284,0.044641,0.318707,0.017645,1.081124,0.063477,0.030707,0.017714,0.12902,1.4848,6.7464,7.750736,1.000016,-0.051331,1.464799,2.096335,-0.367257,0.296435,0.698453,0.286974,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|6
TPMS,Gyroid Generator_0.15.stl,,,,,,10.017,205440,1,1,-2,0.14909,45.7633,6.8226,0.848,-16.69433,13.42698,-0.4037,9.92229,31.6031,14.143,0.4914,0.0451,4000,0.04914,,0.33334,0.33334,0.33333,1.00003,1e-05,0.33333,0.33333,0.33333,0.0,0.932,29.3,OK,Gyroid Generator_0.15,0.053379,0.052737,0.315822,0.019739,1.089928,0.073985,0.035461,0.020994,0.14909,1.46566,6.8345,6.707358,0.999963,-0.059169,1.454273,2.072887,-0.358622,0.288434,0.678888,0.335275,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|7
TPMS,Gyroid Generator_0.17.stl,,,,,,10.016,206848,1,1,-2,0.16919,40.811,6.9048,0.838,-16.75898,13.41785,-0.46506,9.88152,31.8252,14.3625,0.5569,0.0576,4000,0.05569,,0.33336,0.33335,0.33329,1.00021,7e-05,0.33333,0.33333,0.33334,1e-05,0.923,30.4,OK,Gyroid Generator_0.17,0.061815,0.061205,0.312955,0.021775,1.098222,0.084751,0.040244,0.024439,0.16919,1.44827,6.9158,5.910515,0.999998,-0.067353,1.431106,2.080071,-0.351515,0.281436,0.667525,0.384529,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|8
TPMS,Gyroid Generator_0.19.stl,,,,,,10.014,208416,1,1,-2,0.18938,36.915,6.991,0.831,-16.83157,13.56398,-0.51998,10.07911,32.0357,14.3785,0.6224,0.0725,4000,0.06224,,0.33334,0.33334,0.33333,1.00003,1e-05,0.33333,0.33333,0.33333,0.0,0.913,29.7,OK,Gyroid Generator_0.19,0.070677,0.070131,0.310133,0.023794,1.10639,0.095886,0.045116,0.028085,0.18938,1.43042,7.0007,5.280389,1.000005,-0.074379,1.441734,2.056727,-0.34439,0.277532,0.655481,0.435118,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|9
TPMS,Gyroid Generator_0.21.stl,,,,,,10.016,209184,1,1,-2,0.2094,33.7472,7.0668,0.823,-16.86983,13.63084,-0.58098,9.99991,32.1154,14.41,0.6899,0.0876,4000,0.06899,,0.33335,0.33335,0.33329,1.00019,6e-05,0.33333,0.33333,0.33334,0.0,0.904,28.3,OK,Gyroid Generator_0.21,0.080758,0.080406,0.30569,0.026517,1.11668,0.107863,0.049972,0.032322,0.2094,1.41509,7.078,4.775549,1.000019,-0.082214,1.415082,2.039152,-0.337817,0.272957,0.643109,0.487529,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|10
TPMS,Gyroid Generator_0.23.stl,,,,,,10.015,212064,1,1,-2,0.22906,31.2017,7.1469,0.81,-16.9569,13.9098,-0.64156,10.01276,31.7811,14.5217,0.7548,0.1028,4000,0.07548,,0.33334,0.33334,0.33331,1.00009,3e-05,0.33333,0.33333,0.33333,0.0,0.896,29.7,OK,Gyroid Generator_0.23,0.089079,0.088772,0.304495,0.027319,1.120044,0.118469,0.054672,0.035727,0.22906,1.39918,7.1578,4.365668,0.999977,-0.089766,1.400962,2.031842,-0.331964,0.272311,0.622177,0.53946,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|11
TPMS,Gyroid Generator_0.25.stl,,,,,,10.017,211776,1,1,-2,0.24851,29.0482,7.2186,0.806,-17.01298,14.19158,-0.69645,10.11762,32.2172,14.2591,0.8194,0.1268,4000,0.08194,,0.33336,0.33335,0.33329,1.0002,7e-05,0.33333,0.33333,0.33334,0.0,0.886,29.9,OK,Gyroid Generator_0.25,0.098877,0.098748,0.301694,0.028813,1.12491,0.130286,0.059507,0.03981,0.24851,1.38528,7.231,4.023983,0.999977,-0.096478,1.401572,1.975282,-0.326478,0.272336,0.618246,0.591506,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|12
TPMS,Gyroid Generator_0.27.stl,,,,,,10.016,213024,1,1,-2,0.26879,27.1454,7.2964,0.794,-17.04283,14.24139,-0.76341,10.17063,32.193,14.9078,0.8844,0.1428,4000,0.08844,,0.33335,0.33334,0.33331,1.00011,4e-05,0.33333,0.33333,0.33334,0.0,0.877,31.2,OK,Gyroid Generator_0.27,0.10929,0.109397,0.298722,0.030123,1.128989,0.142692,0.064433,0.044177,0.26879,1.37054,7.3081,3.720377,0.999998,-0.104628,1.393922,2.043169,-0.320128,0.267506,0.604704,0.645295,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|13
TPMS,Gyroid Generator_0.29.stl,,,,,,10.017,213680,1,1,-2,0.28835,25.5419,7.3649,0.787,-17.19082,14.26532,-0.82605,10.18586,33.1906,14.6282,0.9505,0.158,4000,0.09505,,0.33335,0.33335,0.3333,1.00016,5e-05,0.33333,0.33333,0.33334,0.0,0.868,32.7,OK,Gyroid Generator_0.29,0.11989,0.120265,0.295954,0.031536,1.13391,0.155122,0.069325,0.048643,0.28835,1.35777,7.3775,3.468008,0.999985,-0.112159,1.383008,1.986176,-0.31692,0.262988,0.611884,0.700044,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|14
TPMS,Gyroid Generator_0.30.stl,,,,,,10.013,214800,1,1,-2,0.29874,24.7893,7.4057,0.779,-17.26246,14.50237,-0.8527,10.20991,33.5072,14.8292,0.9843,0.1728,4000,0.09843,,0.33334,0.33334,0.33332,1.00007,2e-05,0.33333,0.33334,0.33333,0.0,0.863,31.2,OK,Gyroid Generator_0.30,0.131572,0.132864,0.287351,0.03543,1.145732,0.166031,0.071756,0.054007,0.29874,1.35034,7.4152,3.347392,1.00002,-0.115143,1.378683,2.002443,-0.314766,0.264438,0.610974,0.728929,TPMS,Gyroid Generator,quadratic,TPMS|Gyroid Generator|14
TPMS,IWP Generator_0.10.stl,,,,,,10.012,214416,1,1,-12,0.09982,74.6738,7.4537,0.906,-20.96875,26.1404,-0.33394,9.95523,93.4739,19.972,0.2794,0.027,4000,0.02794,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.957,30.9,OK,IWP Generator_0.10,0.028002,0.029195,0.246886,0.012313,1.040952,0.033053,0.011131,0.01141,0.09982,1.34157,7.4629,10.018032,0.999968,-0.0448,1.335566,2.679389,-0.377399,0.470479,1.682359,0.208263,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|4
