dataset,file,topology,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,adms_type,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,onset_n,shear_onset_n,Rho_rel,GaussCurv_nTop,MeanCurv_nTop,Status,Version,VF_vs_rho,thickness_ratio_chk,curv_gauss_vs_ntop,curv_mean_vs_ntop
ADMS,ADMS_raw_i15p0_d25p77_t0p68_s2_m1p6.stl,,15.0,25.77,0.68,2,1.6,15.012,4582336,1,1,-502,0.38448,8.8838,3.4156,0.876,-8.4218,12.92429,-0.96926,6.73929,193.3601,35.9906,0.6826,0.0193,4000,0.22754,1.004,0.35132,0.33124,0.31743,1.10676,0.03389,0.32672,0.33922,0.33406,0.00513,0.946,30.2,OK,ADMS_raw_i15p0_d25p77_t0p68_s2_m1p6,raw,0.14127,0.14678,0.2512,0.0389,1.0948,0.16646999999999998,0.0582,0.058685,0.09142,0.06816,0.38524491,-8.820745,-1.0488218,OK,1,0.998,1.0038,0.9548,0.9241
ADMS,ADMS_flow_i15p0_d42p0_t0p4_s2_m1p6.stl,,15.0,42.0,0.4,2,1.6,15.015,7533560,1,1,-2050,0.38688,14.5844,5.6424,0.893,-19.99948,28.64702,-1.47268,10.69743,433.7679,50.7869,0.4019,0.0153,4000,0.13398,1.005,0.36021,0.32627,0.31352,1.14893,0.04669,0.33325,0.32968,0.33707,0.00302,0.968,42.4,OK,ADMS_flow_i15p0_d42p0_t0p4_s2_m1p6,flow,0.14055,0.14558,0.2551,0.0495,0.8904,0.18126,0.05639,0.05367,0.08907599999999999,0.067496,0.3876007383316258,-21.70274,-1.4445566,OK,1,0.9981,1.0047,0.9215,1.0195
ADMS,ADMS_flow_i15p0_d55p0_t0p3_s2_m1p6.stl,,15.0,55.0,0.3,2,1.6,15.022,9960212,1,1,-4736,0.38827,19.0905,7.4123,0.896,-34.08075,44.55927,-1.90621,13.69135,641.4115,61.2838,0.3037,0.0116,4000,0.10124,1.012,0.36791,0.32033,0.31175,1.18014,0.05616,0.338,0.32834,0.33365,0.00395,0.976,40.1,OK,ADMS_flow_i15p0_d55p0_t0p3_s2_m1p6,flow,0.15019,0.15527,0.2574,0.0435,0.9229,0.186605,0.06172,0.058505,0.096068,0.071852,0.3889406,-36.447456,-1.8798549,OK,1,0.9983,1.0123,0.9351,1.014
ADMS,ADMS_flow_i15p0_d21p2_t0p85_s2_m1p6.stl,,15.0,21.2,0.85,2,1.6,15.011,3675728,1,1,-232,0.38969,7.2203,2.8137,0.867,-4.95131,7.26834,-0.75979,5.11624,164.7847,32.3041,0.8514,0.0418,4000,0.28381,1.002,0.3598,0.33887,0.30133,1.19402,0.05847,0.35971,0.30954,0.33075,0.02056,0.935,34.7,OK,ADMS_flow_i15p0_d21p2_t0p85_s2_m1p6,flow,0.12863,0.13367,0.251,0.0899,0.8158,0.155235,0.045335,0.044480000000000006,0.076944,0.061856,0.39034974,-5.4904912,-0.78321537,OK,1,0.9983,1.0016,0.9018,0.9701
ADMS,ADMS_raw_i15p0_d36p86_t0p49_s2_m1p6.stl,,15.0,36.86,0.49,2,1.6,15.013,6395320,1,1,-1420,0.38975,12.1446,4.7334,0.872,-16.12932,23.91785,-1.35423,9.34777,278.5295,43.3793,0.4878,0.0137,4000,0.16259,0.995,0.35138,0.32791,0.32071,1.09564,0.03067,0.32923,0.34019,0.33058,0.00488,0.96,35.8,OK,ADMS_raw_i15p0_d36p86_t0p49_s2_m1p6,raw,0.15821,0.16346,0.2583,0.0327,1.0919,0.188455,0.069465,0.06535,0.10372400000000001,0.076352,0.39054539,-16.191784,-1.3733036,OK,1,0.998,0.9955,0.9961,0.9861
ADMS,ADMS_raw_i15p0_d46p2_t0p38_s2_m1p6.stl,,15.0,46.2,0.38,2,1.6,15.014,8202896,1,1,-2972,0.39368,15.293,6.0205,0.878,-26.29697,38.05207,-1.7332,11.92355,366.9346,49.6994,0.382,0.0063,4000,0.12733,1.005,0.34775,0.32999,0.32226,1.07912,0.0255,0.33204,0.33403,0.33393,0.00091,0.969,35.2,OK,ADMS_raw_i15p0_d46p2_t0p38_s2_m1p6,raw,0.16515,0.17051,0.2591,0.0365,1.1162,0.1974,0.07435,0.069715,0.109852,0.079056,0.39444557,-26.759874,-1.6882709,OK,1,0.9981,1.0053,0.9827,1.0266
ADMS,ADMS_DF_i15p0_d39p6_t0p43_s2_m1p6.stl,,15.0,39.6,0.43,2,1.6,15.025,7347080,0,1,-2227,0.39734,13.9075,5.5261,0.844,-21.64437,32.78756,-1.57021,11.00743,331.5216,47.5217,0.4302,0.012,4000,0.14341,1.001,0.35532,0.32672,0.31797,1.11746,0.03735,0.3268,0.3389,0.33429,0.00499,0.942,32.7,OK,ADMS_DF_i15p0_d39p6_t0p43_s2_m1p6,df,0.17266,0.17809,0.2604,0.0296,0.9774,0.21811,0.073205,0.06747,,0.0803,0.39893668,-22.263118,-1.6234125,OK (no compression CSV),1,0.996,1.0005,0.9722,0.9672
ADMS,ADMS_DF_i15p0_d20p83_t0p85_s2_m1p6.stl,,15.0,20.83,0.85,2,1.6,15.016,3939888,1,1,-306,0.40118,7.5009,3.0092,0.816,-5.76897,7.65608,-0.81029,4.92488,168.1829,33.331,0.8543,0.0884,4000,0.28477,1.005,0.34927,0.33372,0.31701,1.10177,0.03226,0.3324,0.32712,0.34048,0.0055,0.904,34.5,OK,ADMS_DF_i15p0_d20p83_t0p85_s2_m1p6,df,0.15837,0.16432,0.2529,0.0328,1.0447,0.185,0.06775,0.06746,0.098324,0.0714,0.40230128,-6.1630652,-0.88612161,OK,1,0.9972,1.0051,0.9361,0.9144
ADMS,ADMS_flow_i15p0_d55p0_t0p32_s2_m1p6.stl,,15.0,55.0,0.32,2,1.6,15.027,9871572,1,1,-4634,0.40603,18.1034,7.3504,0.894,-33.67771,44.38087,-2.00876,13.64062,694.0982,62.7611,0.3183,0.0093,4000,0.1061,0.995,0.36812,0.32025,0.31164,1.18125,0.05648,0.33802,0.32833,0.33365,0.00396,0.974,40.4,OK,ADMS_flow_i15p0_d55p0_t0p32_s2_m1p6,flow,0.16174,0.16738,0.2562,0.0426,0.9268,0.20027999999999999,0.066,0.06316,0.101852,0.076156,0.40694608,-36.518106,-1.9764156,OK,1,0.9977,0.9947,0.9222,1.0164
ADMS,ADMS_raw_i15p0_d27p52_t0p67_s2_m1p6.stl,,15.0,27.52,0.67,2,1.6,15.011,4980600,1,1,-596,0.40724,9.0246,3.6752,0.875,-9.17751,14.71521,-1.03386,7.27313,191.5807,36.1298,0.6697,0.0195,4000,0.22324,1.0,0.34572,0.32841,0.32586,1.06095,0.01986,0.33155,0.33855,0.3299,0.00375,0.947,31.6,OK,ADMS_raw_i15p0_d27p52_t0p67_s2_m1p6,raw,0.17024,0.17529,0.2626,0.0652,1.2461,0.20312000000000002,0.07911,0.072405,0.11304,0.07668000000000001,0.40806898,-9.6133361,-1.1118628,OK,1,0.998,0.9996,0.9547,0.9298
ADMS,ADMS_raw_i15p0_d46p2_t0p4_s2_m1p6.stl,,15.0,46.2,0.4,2,1.6,15.014,8129120,1,1,-2956,0.41207,14.4906,5.9712,0.874,-26.45936,38.15306,-1.84045,11.97272,394.0739,51.1448,0.4011,0.0074,4000,0.13371,1.003,0.34789,0.32996,0.32215,1.07991,0.02574,0.33203,0.33404,0.33393,0.00093,0.967,35.3,OK,ADMS_raw_i15p0_d46p2_t0p4_s2_m1p6,raw,0.17825,0.18408,0.2588,0.0353,1.1122,0.21295999999999998,0.07988,0.075075,0.11669199999999999,0.084544,0.41281274,-26.772172,-1.7916579,OK,1,0.9982,1.0028,0.9883,1.0272
ADMS,ADMS_flow_i15p0_d22p26_t0p85_s2_m1p6.stl,,15.0,22.26,0.85,2,1.6,15.011,3850836,1,1,-270,0.41208,7.1712,2.9551,0.863,-5.20045,8.24204,-0.84021,5.53647,189.4719,34.0544,0.8486,0.0469,4000,0.28285,0.998,0.35423,0.32548,0.32029,1.10596,0.03394,0.3249,0.34467,0.33043,0.00833,0.933,35.8,OK,ADMS_flow_i15p0_d22p26_t0p85_s2_m1p6,flow,0.13601,0.14231,0.2425,0.0882,0.8227,0.17168,0.04402999999999999,0.048235,0.077888,0.06520000000000001,0.41298223,-6.0120012,-0.85683084,OK,1,0.9978,0.9984,0.865,0.9806
ADMS,ADMS_DF_i15p0_d21p56_t0p86_s2_m1p6.stl,,15.0,21.56,0.86,2,1.6,15.015,3929444,1,1,-334,0.41322,7.2381,2.9909,0.829,-6.39345,8.97848,-0.92296,5.43306,182.0767,34.2627,0.8665,0.0881,4000,0.28882,1.008,0.35346,0.3391,0.30744,1.14969,0.04602,0.31067,0.33775,0.35158,0.01699,0.909,35.5,OK,ADMS_DF_i15p0_d21p56_t0p86_s2_m1p6,df,0.16511,0.1717,0.2501,0.0677,1.076,0.20626999999999998,0.071105,0.07301,0.106188,0.07485599999999999,0.41429542,-6.7655286,-0.99356186,OK,1,0.9974,1.0076,0.945,0.9289
ADMS,ADMS_DF_i15p0_d24p87_t0p7_s2_m1p6.stl,,15.0,24.87,0.7,2,1.6,15.012,4846118,1,1,-560,0.41542,8.7945,3.6534,0.829,-8.81686,13.12338,-1.03968,6.65144,202.6604,36.8454,0.7017,0.0548,4000,0.23389,1.002,0.34744,0.33021,0.32235,1.07784,0.02509,0.33045,0.33794,0.33161,0.00329,0.923,42.3,OK,ADMS_DF_i15p0_d24p87_t0p7_s2_m1p6,df,0.17074,0.17729,0.252,0.0303,1.0491,0.204355,0.07364,0.07275999999999999,0.104312,,0.4164,-9.2053758,-1.1362022,OK (legacy),1,0.9976,1.0024,0.9578,0.915
ADMS,ADMS_DF_i15p0_d39p6_t0p45_s2_m1p6.stl,,15.0,39.6,0.45,2,1.6,15.028,7282396,1,1,-2230,0.41618,13.1809,5.4856,0.841,-21.86612,32.83872,-1.67134,11.03937,353.2141,48.6372,0.4522,0.0145,4000,0.15072,1.005,0.35556,0.32663,0.31781,1.11876,0.03775,0.32677,0.33896,0.33427,0.00502,0.939,34.4,OK,ADMS_DF_i15p0_d39p6_t0p45_s2_m1p6,df,0.18632,0.19227,0.2597,0.0288,0.9787,0.23482,0.078675,0.072875,,0.085556,0.41780834,-22.52217,-1.7345647,OK (no compression CSV),1,0.9961,1.0049,0.9709,0.9636
ADMS,ADMS_raw_i15p0_d30p93_t0p62_s2_m1p6.stl,,15.0,30.93,0.62,2,1.6,15.012,5455972,1,1,-866,0.4227,9.5912,4.0543,0.857,-11.55998,17.47223,-1.26311,7.84754,253.5181,40.9441,0.6217,0.0313,4000,0.20724,1.003,0.35335,0.32564,0.321,1.10079,0.03235,0.33289,0.33195,0.33516,0.00135,0.946,39.3,OK,ADMS_raw_i15p0_d30p93_t0p62_s2_m1p6,raw,0.18323,0.18917,0.2592,0.0433,1.125,0.213965,0.08302,0.076585,0.113088,0.084892,0.4233369160014871,-11.726526,-1.3104942,OK,1,0.9985,1.0027,0.9858,0.9638
ADMS,ADMS_flow_i15p0_d55p0_t0p33_s2_m1p6.stl,,15.0,55.0,0.33,2,1.6,15.027,9779840,1,1,-4516,0.42373,17.1942,7.2858,0.892,-33.22206,44.35378,-2.11183,13.63895,753.411,64.3748,0.3331,0.0119,4000,0.11102,1.009,0.36835,0.32017,0.31148,1.18256,0.05686,0.33802,0.32831,0.33366,0.00397,0.972,43.2,OK,ADMS_flow_i15p0_d55p0_t0p33_s2_m1p6,flow,0.17395,0.18016,0.2551,0.0414,0.9314,0.21468,0.07054,0.068115,0.108276,0.08147599999999999,0.42480562,-36.459244,-2.0717474,OK,1,0.9975,1.0094,0.9112,1.0193
ADMS,ADMS_flow_i15p0_d46p0_t0p4_s2_m1p6.stl,,15.0,46.0,0.4,2,1.6,15.02,8165932,1,1,-2614,0.42604,14.3424,6.1105,0.887,-23.09266,33.45079,-1.78498,11.70947,592.6705,57.4486,0.4019,0.0149,4000,0.13398,1.005,0.35581,0.32713,0.31706,1.1222,0.03875,0.33653,0.33823,0.32524,0.00577,0.967,45.2,OK,ADMS_flow_i15p0_d46p0_t0p4_s2_m1p6,flow,0.17127,0.17747,0.2546,0.0447,0.9361,0.208035,0.06722500000000001,0.064395,0.105372,0.080668,0.4273695438335787,-25.603222,-1.7396871,OK,1,0.9969,1.0047,0.9019,1.026
ADMS,ADMS_DF_i15p0_d30p22_t0p59_s2_m1p6.stl,,15.0,30.22,0.59,2,1.6,15.02,5774300,1,1,-1078,0.42649,10.2239,4.3604,0.841,-13.84211,20.96117,-1.38449,8.66484,279.4881,43.0161,0.5909,0.0335,4000,0.19697,1.002,0.36025,0.32543,0.31432,1.14612,0.04593,0.33305,0.3275,0.33946,0.00489,0.93,32.1,OK,ADMS_DF_i15p0_d30p22_t0p59_s2_m1p6,df,0.18503,0.1917,0.2548,0.0327,1.01,0.227045,0.075,0.0729,0.113204,0.080016,0.42747307,-14.269707,-1.4794695,OK,1,0.9977,1.0015,0.97,0.9358
ADMS,ADMS_DF_i9p0_d20p83_t0p8_s1_m1p6.stl,,9.0,20.83,0.8,1,1.6,9.011,993204,1,1,-84,0.429,8.1304,3.488,0.81,-6.04501,8.31855,-0.84622,5.17564,181.3135,34.5086,0.8012,0.0907,4000,0.26706,1.001,0.36695,0.32219,0.31086,1.18047,0.0561,0.3131,0.36344,0.32346,0.0217,0.886,22.8,OK,ADMS_DF_i9p0_d20p83_t0p8_s1_m1p6,df,0.15857,0.16682,0.2357,0.0984,1.1581,0.185805,0.058065,0.06379,0.091324,0.06476000000000001,0.4303844026684285,-6.3731029,-0.9384059,OK,1,0.9968,1.0015,0.9485,0.9018
ADMS,ADMS_raw_i15p0_d36p0_t0p55_s2_m1p6.stl,,15.0,36.0,0.55,2,1.6,15.013,6148548,1,1,-1290,0.43053,10.6092,4.5676,0.879,-15.69182,24.10413,-1.53707,9.57084,318.9084,45.2698,0.5521,0.0154,4000,0.18402,1.004,0.34793,0.33155,0.32051,1.08554,0.02742,0.33765,0.32774,0.33461,0.00415,0.956,46.6,OK,ADMS_raw_i15p0_d36p0_t0p55_s2_m1p6,raw,0.18386,0.1904,0.2553,0.0275,1.0615,0.217345,0.07658000000000001,0.074105,0.11656799999999999,0.08506,0.4313504968850673,-16.548452,-1.5513919,OK,1,0.9981,1.0038,0.9482,0.9908
ADMS,ADMS_raw_i15p0_d46p2_t0p42_s2_m1p6.stl,,15.0,46.2,0.42,2,1.6,15.014,8046324,1,1,-2938,0.43117,13.7194,5.9154,0.871,-26.63579,38.12256,-1.95713,11.99585,430.9637,52.9684,0.4212,0.0088,4000,0.14041,1.003,0.34803,0.32993,0.32204,1.08072,0.02599,0.33202,0.33406,0.33392,0.00093,0.964,35.7,OK,ADMS_raw_i15p0_d46p2_t0p42_s2_m1p6,raw,0.19278,0.1992,0.2581,0.0337,1.1063,0.23038,0.08579,0.08101000000000001,0.124444,0.090832,0.43174227,-27.120842,-1.8971502,OK,1,0.9987,1.0029,0.9821,1.0316
ADMS,ADMS_flow_i15p0_d23p31_t0p84_s2_m1p6.stl,,15.0,23.31,0.84,2,1.6,15.021,4059772,1,1,-320,0.43422,7.163,3.1104,0.853,-5.88485,9.29189,-0.94947,5.88077,237.3767,36.8222,0.8456,0.0661,4000,0.28187,1.007,0.37105,0.3237,0.30525,1.21555,0.0658,0.31978,0.35691,0.32331,0.01673,0.928,36.5,OK,ADMS_flow_i15p0_d23p31_t0p84_s2_m1p6,flow,0.15589,0.16318,0.2419,0.1413,0.8971,0.21579,0.052750000000000005,0.05593,0.089988,0.07069199999999999,0.43564389,-6.6945228,-0.96744104,OK,1,0.9967,1.0067,0.8791,0.9814
ADMS,ADMS_DF_i15p0_d39p6_t0p47_s2_m1p6.stl,,15.0,39.6,0.47,2,1.6,15.026,7214588,1,1,-2230,0.43464,12.5162,5.44,0.839,-22.03657,32.9339,-1.77545,11.05638,377.6569,49.9892,0.4741,0.0198,4000,0.15804,1.009,0.35584,0.32655,0.31761,1.12034,0.03822,0.32666,0.33906,0.33428,0.0051,0.936,36.1,OK,ADMS_DF_i15p0_d39p6_t0p47_s2_m1p6,df,0.20047,0.20699,0.2591,0.0278,0.9796,0.252015,0.08425,0.07851,,0.091188,0.43649233,-22.933513,-1.8540346,OK (no compression CSV),1,0.9958,1.0087,0.9609,0.9576
ADMS,ADMS_raw_i15p0_d29p86_t0p67_s2_m1p6.stl,,15.0,29.86,0.67,2,1.6,15.012,5204660,1,1,-712,0.43595,8.8567,3.8611,0.849,-9.96262,15.61794,-1.21826,7.48858,247.5459,39.9545,0.6756,0.0406,4000,0.22521,1.008,0.35452,0.3278,0.31768,1.11596,0.03684,0.33853,0.33049,0.33099,0.00368,0.941,33.0,OK,ADMS_raw_i15p0_d29p86_t0p67_s2_m1p6,raw,0.18819,0.19478,0.256,0.0458,1.1486,0.217725,0.08292999999999999,0.07844999999999999,0.114996,0.085036,0.4368948,-10.553053,-1.2727952,OK,1,0.9978,1.0084,0.9441,0.9572
ADMS,ADMS_DF_i15p0_d30p93_t0p6_s2_m1p6.stl,,15.0,30.93,0.6,2,1.6,15.014,5717486,1,1,-1048,0.43649,9.9528,4.3443,0.845,-13.90104,21.39308,-1.42615,8.81989,294.5744,43.9433,0.6021,0.0269,4000,0.20071,1.004,0.3581,0.32608,0.31581,1.1339,0.04229,0.33301,0.33966,0.32733,0.00504,0.934,39.5,OK,ADMS_DF_i15p0_d30p93_t0p6_s2_m1p6,df,0.18862,0.19529,0.2556,0.0312,0.9536,0.2298,0.076655,0.072185,0.112872,,0.4377,-14.363977,-1.5459081,OK (legacy),2,0.9972,1.0035,0.9678,0.9225
ADMS,ADMS_DF_i15p0_d39p6_t0p49_s2_m1p6.stl,,15.0,39.6,0.49,2,1.6,15.031,7142276,1,1,-2214,0.45268,11.9035,5.3885,0.836,-22.07625,33.01895,-1.88347,11.08479,415.5879,51.7684,0.4962,0.0232,4000,0.1654,1.013,0.35611,0.32647,0.31742,1.12187,0.03868,0.32658,0.33913,0.33429,0.00517,0.933,34.1,OK,ADMS_DF_i15p0_d39p6_t0p49_s2_m1p6,df,0.21487,0.22192,0.2587,0.0262,0.9806,0.26926500000000003,0.09009,0.08419499999999999,,0.096124,0.45511199,-23.086752,-1.9614654,OK (no compression CSV),1,0.9947,1.0127,0.9562,0.9602
ADMS,ADMS_flow_i15p0_d50p0_t0p4_s2_m1p6.stl,,15.0,50.0,0.4,2,1.6,15.017,8612310,1,1,-3168,0.45733,14.0833,6.4407,0.885,-27.04388,38.09121,-2.14623,12.62805,828.2945,65.5092,0.4022,0.0188,4000,0.13407,1.005,0.35709,0.32311,0.3198,1.1166,0.03729,0.32743,0.33581,0.33676,0.00419,0.966,46.9,OK,ADMS_flow_i15p0_d50p0_t0p4_s2_m1p6,flow,0.19473,0.20189,0.2539,0.0345,0.9225,0.24229,0.07718,0.075055,0.11823600000000001,0.08873600000000001,0.4582950799398958,-30.793525,-2.100494,OK,1,0.9979,1.0055,0.8782,1.0218
ADMS,ADMS_flow_i15p0_d55p0_t0p36_s2_m1p6.stl,,15.0,55.0,0.36,2,1.6,15.021,9570146,1,1,-4348,0.45976,15.5211,7.136,0.887,-32.81388,44.48586,-2.32803,13.70807,898.4097,68.4259,0.364,0.0152,4000,0.12132,1.011,0.36882,0.32005,0.31113,1.18544,0.0577,0.33806,0.32832,0.33362,0.00398,0.969,40.5,OK,ADMS_flow_i15p0_d55p0_t0p36_s2_m1p6,flow,0.19958,0.20698,0.2535,0.0394,0.9385,0.245285,0.08022,0.078455,0.12106,0.09176000000000001,0.46133789,-36.486514,-2.2907778,OK,1,0.9966,1.0111,0.8993,1.0163
ADMS,ADMS_raw_i15p0_d42p0_t0p5_s2_m1p6.stl,,15.0,42.0,0.5,2,1.6,15.013,7138220,1,1,-2086,0.46025,11.4561,5.2727,0.864,-21.38133,31.82782,-1.94732,10.97319,446.9009,52.5456,0.502,0.0166,4000,0.16734,1.004,0.35134,0.32727,0.32139,1.09321,0.02996,0.32697,0.33763,0.33541,0.00459,0.957,39.0,OK,ADMS_raw_i15p0_d42p0_t0p5_s2_m1p6,raw,0.21033,0.21787,0.255,0.032,1.082,0.25603000000000004,0.09115000000000001,0.08741,0.12962,0.096316,0.4610593674776092,-22.37488,-1.9034105,OK,1,0.9982,1.004,0.9556,1.0231
ADMS,ADMS_raw_i15p0_d39p2_t0p55_s2_m1p6.stl,,15.0,39.2,0.55,2,1.6,15.012,6538404,1,1,-1570,0.46099,10.4961,4.8386,0.858,-17.58766,26.97219,-1.83022,10.07626,444.8706,51.6324,0.55,0.0229,4000,0.18333,1.0,0.35561,0.32589,0.3185,1.11651,0.03711,0.33499,0.33384,0.33117,0.0016,0.952,34.5,OK,ADMS_raw_i15p0_d39p2_t0p55_s2_m1p6,raw,0.21481,0.222,0.2579,0.0357,1.0976,0.261235,0.09346,0.08837,0.130516,0.09572,0.46160332,-18.729671,-1.7929263,OK,1,0.9987,1.0,0.939,1.0208
ADMS,ADMS_flow_i15p0_d24p37_t0p84_s2_m1p6.stl,,15.0,24.37,0.84,2,1.6,15.014,4281870,1,1,-378,0.4627,7.0924,3.2817,0.858,-6.82319,11.148,-1.11864,6.50624,279.0393,39.5428,0.8429,0.0486,4000,0.28095,1.003,0.36115,0.33389,0.30496,1.18425,0.05619,0.32765,0.33723,0.33512,0.00411,0.93,39.8,OK,ADMS_flow_i15p0_d24p37_t0p84_s2_m1p6,flow,0.18385,0.19133,0.2492,0.0591,0.8466,0.22954,0.066835,0.06876,0.105656,0.08190399999999999,0.46363407,-7.7821004,-1.1449771,OK,1,0.998,1.0035,0.8768,0.977
ADMS,ADMS_raw_i15p0_d31p02_t0p68_s2_m1p6.stl,,15.0,31.02,0.68,2,1.6,15.012,5415220,1,1,-874,0.46274,8.699,4.0254,0.849,-11.87862,18.21555,-1.44235,8.11641,298.7094,43.464,0.6778,0.0381,4000,0.22595,0.997,0.34847,0.33052,0.32101,1.08554,0.02746,0.3299,0.33649,0.33361,0.0027,0.941,34.8,OK,ADMS_raw_i15p0_d31p02_t0p68_s2_m1p6,raw,0.21111,0.21833,0.257,0.0408,1.1315,0.24859,0.09263,0.08694,0.127352,0.094808,0.46346301,-12.310958,-1.4685731,OK,1,0.9984,0.9968,0.9649,0.9821
ADMS,ADMS_DF_i15p0_d30p94_t0p63_s2_m1p6.stl,,15.0,30.94,0.63,2,1.6,15.027,5737404,1,1,-1090,0.46345,9.3976,4.3553,0.838,-14.10472,21.70049,-1.5434,8.8922,321.5964,45.265,0.634,0.0367,4000,0.21135,1.006,0.35779,0.32627,0.31594,1.13247,0.04185,0.33908,0.33066,0.33025,0.00407,0.927,33.8,OK,ADMS_DF_i15p0_d30p94_t0p63_s2_m1p6,df,0.21293,0.22053,0.2552,0.0274,0.9712,0.258065,0.08486,0.081555,0.124304,0.0911,0.46509156,-14.767456,-1.6545371,OK,1,0.9965,1.0063,0.9551,0.9328
ADMS,ADMS_raw_i15p0_d46p2_t0p46_s2_m1p6.stl,,15.0,46.2,0.46,2,1.6,15.013,7871112,1,1,-2796,0.46757,12.3935,5.7949,0.863,-25.98335,38.07222,-2.19138,12.03663,530.4966,57.0925,0.4602,0.0143,4000,0.15339,1.0,0.34828,0.32993,0.32179,1.08231,0.02649,0.33202,0.3341,0.33389,0.00093,0.959,36.8,OK,ADMS_raw_i15p0_d46p2_t0p46_s2_m1p6,raw,0.22153,0.22898,0.2577,0.031,1.0972,0.26477,0.09784000000000001,0.09261,0.13903200000000002,0.101764,0.46802226,-26.990146,-2.0987361,OK,1,0.999,1.0004,0.9627,1.0441
ADMS,ADMS_DF_i15p0_d24p87_t0p8_s2_m1p6.stl,,15.0,24.87,0.8,2,1.6,15.011,4727388,1,1,-558,0.46916,7.6435,3.586,0.816,-9.04973,13.61928,-1.2327,6.84596,233.7926,38.7397,0.8017,0.0732,4000,0.26723,1.002,0.34793,0.33019,0.32188,1.08092,0.02605,0.33022,0.33814,0.33164,0.00345,0.909,46.6,OK,ADMS_DF_i15p0_d24p87_t0p8_s2_m1p6,df,0.2118,0.21989,0.2522,0.026,1.0386,0.25366,0.090755,0.08949,0.124112,,0.4701,-9.4028686,-1.3215502,OK (legacy),1,0.998,1.0021,0.9624,0.9328
ADMS,ADMS_DF_i15p0_d39p6_t0p52_s2_m1p6.stl,,15.0,39.6,0.52,2,1.6,15.027,7065594,1,1,-2188,0.47116,11.3356,5.3409,0.833,-22.09277,33.06555,-1.99325,11.13958,463.338,53.8412,0.5182,0.0257,4000,0.17273,0.996,0.35642,0.32635,0.31723,1.12352,0.03918,0.32651,0.33914,0.33435,0.00521,0.93,34.7,OK,ADMS_DF_i15p0_d39p6_t0p52_s2_m1p6,df,0.23003,0.23767,0.2582,0.0251,0.9815,0.28763500000000003,0.09616,0.09025,,0.09994,0.47307625,-23.352642,-2.0700133,OK (no compression CSV),1,0.9959,0.9965,0.9461,0.9629
ADMS,ADMS_flow_i15p0_d55p0_t0p38_s2_m1p6.stl,,15.0,55.0,0.38,2,1.6,15.023,9459888,1,1,-4222,0.477,14.791,7.0553,0.885,-32.29584,44.54647,-2.43546,13.76114,972.0653,70.6142,0.3791,0.0166,4000,0.12637,0.998,0.36906,0.31998,0.31096,1.18683,0.0581,0.3381,0.32831,0.3336,0.004,0.967,40.9,OK,ADMS_flow_i15p0_d55p0_t0p38_s2_m1p6,flow,0.2128,0.22081,0.2528,0.0384,0.942,0.26083,0.085185,0.083735,0.127692,0.09706000000000001,0.47855353,-36.450485,-2.3847776,OK,1,0.9968,0.9976,0.886,1.0213
ADMS,ADMS_flow_i15p0_d24p37_t0p88_s2_m1p6.stl,,15.0,24.37,0.88,2,1.6,15.019,4235840,1,1,-368,0.48073,6.7628,3.2511,0.853,-6.74154,11.14925,-1.16936,6.53598,303.0605,40.5013,0.8799,0.0491,4000,0.29329,1.0,0.36127,0.33397,0.30476,1.18542,0.05651,0.32762,0.3372,0.33519,0.00412,0.926,43.0,OK,ADMS_flow_i15p0_d24p37_t0p88_s2_m1p6,flow,0.19768,0.20582,0.2486,0.057,0.853,0.24633,0.07188,0.074215,0.110764,0.087432,0.48174902,-7.8940576,-1.1909089,OK,1,0.9979,0.9999,0.854,0.9819
ADMS,ADMS_DF_i15p0_d24p44_t0p87_s2_m1p6.stl,,15.0,24.44,0.87,2,1.6,15.019,4469264,1,1,-490,0.48246,7.0809,3.4162,0.806,-8.26095,12.31384,-1.23926,6.45078,244.6055,38.9339,0.8717,0.0984,4000,0.29058,1.002,0.36176,0.3204,0.31784,1.13817,0.04392,0.33236,0.32983,0.33781,0.00333,0.898,41.8,OK,ADMS_DF_i15p0_d24p44_t0p87_s2_m1p6,df,0.22645,0.23464,0.2546,0.0256,1.0216,0.268435,0.09292,0.089165,,,0.48374677,-8.9025485,-1.3198827,OK (stiffness only - no stress CSVs),1,0.9973,1.002,0.9279,0.9389
